SEX,AGE,UNIT,DESIGNATION,PAST EXP,RATINGS,DOJ,CURRENT DATE,years_experience,SALARY
Female,27,IT,Senior Analyst,4,5,2017-11-16,2024-07-01,6.6,65160.0
Female,56,HR,Senior Manager,6,3,2019-02-24,2024-07-01,5.4,101340.0
Male,40,Finance,Analyst,4,5,2023-07-24,2024-07-01,0.9,48350.0
Male,24,IT,Analyst,9,4,2021-08-27,2024-07-01,2.8,51000.0
Female,27,Operations,Manager,4,5,2022-08-04,2024-07-01,1.9,75600.0
Female,21,Operations,Senior Analyst,9,2,2013-03-09,2024-07-01,11.3,70980.0
Female,33,Sales,Senior Analyst,6,1,2020-03-19,2024-07-01,4.3,55260.0
Male,42,Finance,Senior Manager,9,4,2020-05-30,2024-07-01,4.1,101790.0
Male,41,Operations,Senior Manager,6,4,2016-12-17,2024-07-01,7.5,105210.0
Female,42,IT,Team Lead,2,2,2022-03-19,2024-07-01,2.3,59990.0
Female,48,Marketing,Senior Analyst,2,5,2011-08-23,2024-07-01,12.9,79140.0
Female,29,IT,Analyst,9,1,2017-10-13,2024-07-01,6.7,51850.0
Female,46,Marketing,Analyst,2,4,2022-08-26,2024-07-01,1.8,46900.0
Male,29,IT,Analyst,5,1,2016-02-19,2024-07-01,8.4,50400.0
Female,35,Operations,Senior Analyst,5,4,2019-09-14,2024-07-01,4.8,62640.0
Male,30,Operations,Analyst,2,5,2021-11-09,2024-07-01,2.6,46900.0
Male,44,IT,Executive,2,4,2016-06-22,2024-07-01,8.0,72540.0
Female,28,HR,Senior Analyst,7,4,2015-01-14,2024-07-01,9.5,71820.0
Female,44,Operations,Senior Analyst,7,3,2021-02-01,2024-07-01,3.4,62280.0
Male,36,HR,Analyst,6,5,2013-09-30,2024-07-01,10.8,64400.0
Male,46,Operations,Analyst,9,2,2019-01-12,2024-07-01,5.5,55450.0
Female,47,Finance,Analyst,3,2,2012-09-18,2024-07-01,11.8,59100.0
Male,57,IT,Analyst,3,5,2010-09-17,2024-07-01,13.8,70100.0
Female,24,IT,Analyst,2,2,2020-08-01,2024-07-01,3.9,41650.0
Male,44,IT,Senior Analyst,4,5,2010-10-05,2024-07-01,13.7,82020.0
Female,39,Marketing,Executive,2,2,2020-07-31,2024-07-01,3.9,58045.0
Female,56,IT,Executive,7,3,2013-07-14,2024-07-01,11.0,85410.0
Male,59,Finance,Senior Analyst,6,2,2017-07-31,2024-07-01,6.9,68580.0
Male,30,HR,Analyst,2,4,2023-01-21,2024-07-01,1.4,43100.0
Male,45,Finance,Executive,8,5,2019-04-20,2024-07-01,5.2,77740.0
Male,38,Operations,Executive,4,1,2011-05-12,2024-07-01,13.1,75725.0
Female,39,Operations,Analyst,8,1,2016-06-28,2024-07-01,8.0,54800.0
Male,56,HR,Manager,6,5,2020-01-10,2024-07-01,4.5,94320.0
Female,30,Marketing,Analyst,6,3,2020-12-30,2024-07-01,3.5,48250.0
Male,53,Marketing,Senior Manager,5,2,2019-04-27,2024-07-01,5.2,94320.0
Female,25,Finance,Team Lead,1,3,2017-09-01,2024-07-01,6.8,66080.0
Female,55,Operations,Analyst,8,1,2014-03-24,2024-07-01,10.3,61450.0
Female,54,IT,Executive,5,5,2020-10-06,2024-07-01,3.7,73255.0
Female,53,IT,Senior Analyst,7,5,2012-08-16,2024-07-01,11.9,84540.0
Female,41,Operations,Team Lead,0,3,2023-01-21,2024-07-01,1.4,57820.0
Male,37,HR,Analyst,4,3,2010-08-03,2024-07-01,13.9,63250.0
Female,42,Marketing,Senior Manager,0,2,2016-12-30,2024-07-01,7.5,87570.0
Female,57,Operations,Analyst,9,4,2022-02-13,2024-07-01,2.4,57000.0
Female,35,IT,Analyst,7,4,2018-11-06,2024-07-01,5.7,55550.0
Male,55,Operations,Analyst,7,2,2018-09-09,2024-07-01,5.8,55700.0
Female,48,HR,Team Lead,0,4,2021-06-07,2024-07-01,3.1,66150.0
Female,27,Finance,Senior Manager,8,1,2017-12-14,2024-07-01,6.6,90540.0
Male,52,Finance,Executive,1,4,2015-04-28,2024-07-01,9.2,75660.0
Male,31,Operations,Executive,8,2,2011-04-14,2024-07-01,13.2,81900.0
Female,30,IT,Analyst,0,4,2011-08-10,2024-07-01,12.9,58350.0
Female,29,HR,Analyst,9,5,2012-05-12,2024-07-01,12.1,67950.0
Female,34,Sales,Analyst,8,3,2013-01-10,2024-07-01,11.5,63050.0
Male,33,Sales,Analyst,3,1,2022-08-20,2024-07-01,1.9,39450.0
Female,45,Sales,Analyst,8,5,2018-09-02,2024-07-01,5.8,60700.0
Male,22,IT,Analyst,6,5,2013-09-24,2024-07-01,10.8,61600.0
Male,55,IT,Analyst,5,2,2017-04-22,2024-07-01,7.2,55800.0
Male,27,IT,Analyst,4,3,2019-01-10,2024-07-01,5.5,48650.0
Female,41,Marketing,Analyst,8,3,2018-01-12,2024-07-01,6.5,56950.0
Female,38,IT,Analyst,1,1,2018-06-15,2024-07-01,6.0,44600.0
Female,23,IT,Team Lead,1,2,2014-02-06,2024-07-01,10.4,70280.0
Male,59,Operations,Manager,8,1,2019-12-03,2024-07-01,4.6,85920.0
Female,31,IT,Team Lead,2,4,2016-10-30,2024-07-01,7.7,73850.0
Male,59,Operations,Analyst,7,5,2010-05-09,2024-07-01,14.2,75100.0
Female,44,Sales,Analyst,8,1,2013-01-16,2024-07-01,11.5,61050.0
Female,39,Marketing,Manager,7,5,2014-01-07,2024-07-01,10.5,104880.0
Male,24,IT,Analyst,3,2,2012-05-20,2024-07-01,12.1,54950.0
Female,46,IT,Analyst,0,4,2011-10-29,2024-07-01,12.7,61250.0
Male,58,Sales,Analyst,3,2,2014-11-28,2024-07-01,9.6,58000.0
Female,52,Marketing,Analyst,8,4,2017-09-10,2024-07-01,6.8,61600.0
Female,59,Sales,Analyst,1,4,2011-06-07,2024-07-01,13.1,65450.0
Male,56,IT,Analyst,2,5,2016-12-24,2024-07-01,7.5,59450.0
Female,57,Marketing,Senior Analyst,9,2,2022-08-07,2024-07-01,1.9,62700.0
Male,53,Marketing,Analyst,7,2,2021-10-05,2024-07-01,2.7,50650.0
Female,56,Sales,Analyst,5,1,2023-02-03,2024-07-01,1.4,45300.0
Female,23,Marketing,Senior Manager,7,2,2016-04-25,2024-07-01,8.2,95220.0
Female,29,Marketing,Analyst,6,1,2017-11-19,2024-07-01,6.6,48700.0
Male,28,Finance,Analyst,4,3,2015-02-06,2024-07-01,9.4,54700.0
Female,53,IT,Executive,8,3,2011-08-14,2024-07-01,12.9,89635.0
Female,26,HR,Analyst,3,3,2013-02-15,2024-07-01,11.4,56300.0
Male,59,IT,Analyst,5,2,2015-10-09,2024-07-01,8.7,58850.0
Male,24,HR,Analyst,1,2,2020-06-08,2024-07-01,4.1,40950.0
Female,33,HR,Analyst,1,1,2010-01-13,2024-07-01,14.5,56350.0
Female,22,IT,Senior Analyst,1,4,2021-09-24,2024-07-01,2.8,51120.0
Female,25,IT,Senior Manager,9,1,2013-09-05,2024-07-01,10.8,102960.0
Female,47,IT,Analyst,6,3,2011-12-07,2024-07-01,12.6,65300.0
Female,52,Marketing,Senior Analyst,1,1,2012-05-03,2024-07-01,12.2,68040.0
Male,41,Operations,Senior Analyst,1,4,2010-10-30,2024-07-01,13.7,75300.0
Male,28,IT,Analyst,8,2,2022-03-11,2024-07-01,2.3,46050.0
Male,58,Operations,Senior Analyst,6,1,2015-12-10,2024-07-01,8.6,69000.0
Female,28,Finance,Analyst,2,3,2017-03-12,2024-07-01,7.3,49550.0
Male,23,IT,Analyst,2,3,2010-12-06,2024-07-01,13.6,58000.0
Female,23,IT,Analyst,6,2,2016-05-12,2024-07-01,8.1,51750.0
Female,42,Finance,Analyst,4,1,2018-09-14,2024-07-01,5.8,48100.0
Female,26,Marketing,Analyst,9,4,2018-11-23,2024-07-01,5.6,55600.0
Male,22,Sales,Senior Manager,5,2,2015-08-08,2024-07-01,8.9,93150.0
Female,43,IT,Analyst,7,1,2018-10-09,2024-07-01,5.7,51150.0
Male,22,IT,Analyst,8,5,2014-01-07,2024-07-01,10.5,63150.0
Female,58,HR,Analyst,0,3,2012-05-11,2024-07-01,12.1,60750.0
Male,37,IT,Manager,2,4,2020-08-03,2024-07-01,3.9,77200.0
Male,55,IT,Senior Analyst,6,4,2020-12-09,2024-07-01,3.6,66480.0
Female,54,IT,Senior Analyst,5,4,2021-01-06,2024-07-01,3.5,64860.0
Male,43,Marketing,Manager,6,3,2022-11-25,2024-07-01,1.6,76800.0
Male,50,Operations,Executive,7,1,2019-09-17,2024-07-01,4.8,66560.0
Female,28,HR,Analyst,5,2,2023-07-23,2024-07-01,0.9,40950.0
Female,42,Operations,Senior Analyst,2,1,2016-12-10,2024-07-01,7.6,58560.0
Female,56,IT,Senior Manager,1,2,2012-12-10,2024-07-01,11.6,105480.0
Female,25,HR,Team Lead,6,4,2021-04-30,2024-07-01,3.2,68320.0
Female,33,IT,Executive,0,1,2019-08-11,2024-07-01,4.9,53235.0
Male,49,Finance,Analyst,2,4,2019-11-19,2024-07-01,4.6,51700.0
Male,51,Operations,Analyst,3,5,2022-03-18,2024-07-01,2.3,51650.0
Male,36,Finance,Analyst,0,4,2019-08-30,2024-07-01,4.8,47400.0
Female,50,IT,Manager,4,4,2023-04-05,2024-07-01,1.2,78080.0
Female,36,Finance,Analyst,9,2,2020-04-25,2024-07-01,4.2,51500.0
Female,32,IT,Analyst,2,5,2018-11-07,2024-07-01,5.7,51950.0
Female,37,Operations,Senior Manager,1,4,2016-11-03,2024-07-01,7.7,95310.0
Female,36,Finance,Analyst,2,4,2018-01-29,2024-07-01,6.4,51800.0
Male,32,HR,Executive,7,5,2017-01-16,2024-07-01,7.5,77545.0
Female,28,Finance,Analyst,5,5,2022-08-23,2024-07-01,1.9,48450.0
Female,40,Finance,Analyst,6,1,2020-09-14,2024-07-01,3.8,46700.0
Female,23,IT,Analyst,5,2,2019-07-07,2024-07-01,5.0,46100.0
Male,36,Sales,Manager,5,5,2011-10-28,2024-07-01,12.7,106000.0
Female,50,IT,Analyst,2,5,2021-10-19,2024-07-01,2.7,51050.0
Female,43,Sales,Analyst,7,3,2014-10-15,2024-07-01,9.7,61150.0
Female,48,Marketing,Team Lead,6,5,2023-12-05,2024-07-01,0.6,72100.0
Female,25,Marketing,Analyst,6,2,2015-03-05,2024-07-01,9.3,53950.0
Female,40,Finance,Senior Analyst,5,4,2021-01-14,2024-07-01,3.5,61500.0
Female,21,Finance,Senior Analyst,4,4,2014-06-12,2024-07-01,10.1,67620.0
Male,50,IT,Analyst,9,4,2023-12-28,2024-07-01,0.5,52750.0
Female,41,Marketing,Senior Analyst,7,4,2011-01-20,2024-07-01,13.5,82140.0
Female,40,IT,Analyst,4,3,2017-01-08,2024-07-01,7.5,54250.0
Female,26,HR,Senior Analyst,8,5,2013-10-24,2024-07-01,10.7,77100.0
Female,42,IT,Analyst,8,4,2010-12-10,2024-07-01,13.6,69800.0
Female,38,IT,Senior Analyst,0,1,2022-06-26,2024-07-01,2.0,45120.0
Female,28,Finance,Analyst,5,4,2014-03-27,2024-07-01,10.3,59050.0
Female,59,IT,Senior Analyst,6,5,2022-04-15,2024-07-01,2.2,67320.0
Male,52,Sales,Analyst,2,4,2019-06-27,2024-07-01,5.0,52900.0
Female,53,IT,Analyst,6,3,2014-08-24,2024-07-01,9.9,62450.0
Female,36,IT,Analyst,6,2,2016-10-13,2024-07-01,7.7,53750.0
Male,32,Finance,Analyst,1,2,2022-11-12,2024-07-01,1.6,38800.0
Female,58,IT,Senior Manager,6,5,2012-01-22,2024-07-01,12.4,128160.0
Female,54,IT,Analyst,0,2,2017-05-27,2024-07-01,7.1,50450.0
Female,34,Sales,Executive,4,2,2016-02-18,2024-07-01,8.4,68120.0
Female,56,IT,Team Lead,8,1,2023-03-28,2024-07-01,1.3,67410.0
Male,53,Marketing,Senior Analyst,6,5,2016-08-05,2024-07-01,7.9,76140.0
Male,43,IT,Analyst,6,5,2016-07-11,2024-07-01,8.0,61600.0
Male,22,IT,Analyst,1,2,2018-12-09,2024-07-01,5.6,42800.0
Female,41,Sales,Manager,7,2,2021-05-13,2024-07-01,3.1,78160.0
Male,22,IT,Analyst,2,2,2013-07-06,2024-07-01,11.0,51900.0
Male,47,IT,Analyst,7,3,2019-08-06,2024-07-01,4.9,54750.0
Male,29,IT,Senior Analyst,2,4,2023-06-08,2024-07-01,1.1,50940.0
Female,21,IT,Senior Manager,9,3,2012-06-02,2024-07-01,12.1,112230.0
Female,31,Marketing,Manager,6,5,2013-03-10,2024-07-01,11.3,102640.0
Male,23,IT,Analyst,1,1,2021-08-18,2024-07-01,2.9,36950.0
Male,43,Marketing,Senior Analyst,3,4,2022-02-07,2024-07-01,2.4,57840.0
Female,46,Operations,Analyst,5,1,2013-05-20,2024-07-01,11.1,57850.0
Female,24,HR,Analyst,8,5,2011-08-10,2024-07-01,12.9,67150.0
Male,38,Operations,Executive,4,5,2015-06-04,2024-07-01,9.1,78325.0
Female,26,IT,Analyst,8,1,2014-08-02,2024-07-01,9.9,55050.0
Male,55,Operations,Analyst,4,1,2016-05-01,2024-07-01,8.2,54300.0
Male,42,IT,Analyst,9,1,2020-05-16,2024-07-01,4.1,50550.0
Female,35,Sales,Executive,7,5,2020-02-12,2024-07-01,4.4,72280.0
Female,42,HR,Manager,0,2,2013-07-17,2024-07-01,11.0,86240.0
Female,57,IT,Senior Analyst,6,1,2015-07-17,2024-07-01,9.0,69480.0
Male,32,Finance,Manager,3,4,2019-04-13,2024-07-01,5.2,80320.0
Female,58,Sales,Analyst,4,5,2016-01-25,2024-07-01,8.4,63200.0
Female,38,IT,Analyst,5,3,2014-04-02,2024-07-01,10.3,59050.0
Male,55,IT,Analyst,4,3,2023-05-14,2024-07-01,1.1,47650.0
Female,50,Sales,Analyst,0,4,2019-10-22,2024-07-01,4.7,50050.0
Male,44,Sales,Analyst,8,2,2011-05-22,2024-07-01,13.1,65450.0
Female,50,Operations,Executive,1,1,2021-03-21,2024-07-01,3.3,55835.0
Male,34,Marketing,Analyst,8,5,2015-09-26,2024-07-01,8.8,63000.0
Female,26,Operations,Analyst,9,1,2019-01-04,2024-07-01,5.5,49450.0
Male,23,Sales,Analyst,1,5,2011-07-30,2024-07-01,12.9,59950.0
Female,36,IT,Analyst,8,3,2015-07-14,2024-07-01,9.0,59700.0
Female,27,IT,Executive,5,1,2016-03-24,2024-07-01,8.3,64805.0
Female,34,Marketing,Analyst,8,4,2019-08-13,2024-07-01,4.9,55150.0
Male,29,Finance,Analyst,5,2,2016-04-02,2024-07-01,8.3,52250.0
Female,35,IT,Manager,5,4,2012-07-01,2024-07-01,12.0,100800.0
Male,41,IT,Analyst,1,2,2015-02-01,2024-07-01,9.4,52300.0
Female,55,Operations,Analyst,7,1,2013-11-18,2024-07-01,10.6,60900.0
Male,22,Finance,Analyst,2,1,2015-02-06,2024-07-01,9.4,47500.0
Male,47,HR,Senior Analyst,6,2,2015-05-07,2024-07-01,9.2,69840.0
Male,22,HR,Team Lead,4,3,2021-02-02,2024-07-01,3.4,62300.0
Female,55,IT,Manager,2,5,2014-03-28,2024-07-01,10.3,101520.0
Female,38,IT,Analyst,0,4,2022-05-23,2024-07-01,2.1,43750.0
Male,34,IT,Senior Manager,7,4,2019-10-27,2024-07-01,4.7,96930.0
Female,40,IT,Analyst,2,4,2013-04-04,2024-07-01,11.2,59800.0
Female,38,Marketing,Analyst,1,1,2017-09-09,2024-07-01,6.8,45800.0
Female,30,HR,Analyst,0,4,2020-09-27,2024-07-01,3.8,44700.0
Female,45,Marketing,Analyst,3,5,2015-04-10,2024-07-01,9.2,60800.0
Female,22,Operations,Senior Analyst,7,5,2013-08-08,2024-07-01,10.9,75300.0
Female,45,IT,Senior Analyst,2,2,2017-08-12,2024-07-01,6.9,60420.0
Male,53,Sales,Executive,0,1,2010-05-23,2024-07-01,14.1,76375.0
Male,56,HR,Senior Analyst,3,5,2022-12-19,2024-07-01,1.5,61740.0
Female,51,Operations,Senior Analyst,8,3,2016-11-20,2024-07-01,7.6,72720.0
Female,34,IT,Analyst,0,1,2023-09-21,2024-07-01,0.8,35000.0
Male,21,Sales,Analyst,1,1,2022-08-26,2024-07-01,1.8,34900.0
Male,36,Finance,Senior Analyst,8,5,2010-09-09,2024-07-01,13.8,85080.0
Female,23,IT,Analyst,1,3,2023-04-11,2024-07-01,1.2,38400.0
Female,55,IT,Senior Manager,2,2,2015-09-21,2024-07-01,8.8,99360.0
Male,26,Sales,Analyst,6,5,2023-05-19,2024-07-01,1.1,47850.0
Male,45,Sales,Analyst,2,3,2017-06-20,2024-07-01,7.0,52500.0
Female,33,IT,Analyst,8,1,2014-10-03,2024-07-01,9.8,56300.0
Female,54,Finance,Analyst,5,3,2015-02-04,2024-07-01,9.4,60900.0
Male,28,IT,Analyst,2,1,2022-07-16,2024-07-01,2.0,37600.0
Male,41,Sales,Manager,8,5,2021-07-14,2024-07-01,3.0,89120.0
Male,54,IT,Analyst,0,5,2016-10-26,2024-07-01,7.7,57350.0
Female,24,Operations,Senior Analyst,9,4,2015-10-20,2024-07-01,8.7,71820.0
Male,45,IT,Analyst,2,4,2016-02-09,2024-07-01,8.4,56600.0
Male,35,IT,Analyst,0,4,2012-02-22,2024-07-01,12.4,58600.0
Female,24,IT,Analyst,1,5,2018-04-30,2024-07-01,6.2,50100.0
Male,32,IT,Senior Manager,7,2,2013-10-26,2024-07-01,10.7,105210.0
Female,52,Finance,Analyst,6,5,2015-10-20,2024-07-01,8.7,64450.0
Male,52,IT,Manager,1,3,2016-02-01,2024-07-01,8.4,88000.0
Male,48,Marketing,Analyst,1,5,2019-01-06,2024-07-01,5.5,53850.0
Male,33,IT,Manager,8,5,2013-07-30,2024-07-01,10.9,105520.0
Female,51,IT,Analyst,5,1,2019-10-24,2024-07-01,4.7,49250.0
Female,34,IT,Senior Analyst,4,1,2020-01-15,2024-07-01,4.5,53460.0
Female,40,IT,Senior Analyst,9,1,2014-09-09,2024-07-01,9.8,70440.0
Male,38,IT,Executive,5,5,2014-10-28,2024-07-01,9.7,80795.0
Female,49,HR,Analyst,8,2,2021-08-06,2024-07-01,2.9,51150.0
Male,26,HR,Analyst,6,3,2010-07-19,2024-07-01,14.0,63200.0
Male,52,HR,Analyst,9,3,2012-03-09,2024-07-01,12.3,68850.0
Female,49,Finance,Senior Manager,9,2,2012-06-14,2024-07-01,12.1,118710.0
Male,22,Finance,Senior Analyst,8,2,2018-10-06,2024-07-01,5.7,59940.0
Male,43,IT,Manager,3,3,2019-11-04,2024-07-01,4.7,79440.0
Male,39,HR,Analyst,1,4,2017-11-30,2024-07-01,6.6,51700.0
Male,51,Operations,Analyst,7,1,2012-05-10,2024-07-01,12.2,62500.0
Male,25,Finance,Analyst,3,1,2014-11-04,2024-07-01,9.7,49550.0
Female,39,Sales,Team Lead,8,3,2020-02-21,2024-07-01,4.4,74760.0
Female,54,IT,Senior Analyst,3,2,2014-09-01,2024-07-01,9.8,69000.0
Female,30,Marketing,Executive,7,4,2022-08-11,2024-07-01,1.9,63505.0
Female,45,Marketing,Analyst,8,3,2012-03-08,2024-07-01,12.3,66450.0
Male,22,Finance,Senior Analyst,8,1,2019-10-31,2024-07-01,4.7,55740.0
Male,31,Operations,Senior Analyst,9,5,2017-12-02,2024-07-01,6.6,72120.0
Male,51,IT,Analyst,3,2,2011-09-24,2024-07-01,12.8,61400.0
Female,35,IT,Senior Manager,0,5,2019-09-22,2024-07-01,4.8,88560.0
Male,29,Marketing,Executive,2,3,2014-03-16,2024-07-01,10.3,70525.0
Female,43,Marketing,Executive,8,1,2017-03-22,2024-07-01,7.3,70915.0
Female,39,IT,Manager,3,4,2012-09-27,2024-07-01,11.8,98400.0
Female,29,IT,Analyst,4,5,2019-03-08,2024-07-01,5.3,52750.0
Female,55,IT,Analyst,6,4,2017-06-06,2024-07-01,7.1,60650.0
Male,41,IT,Team Lead,4,1,2022-09-28,2024-07-01,1.8,58660.0
Female,29,Marketing,Analyst,3,5,2015-07-31,2024-07-01,8.9,57150.0
Female,48,Finance,Manager,1,4,2020-02-05,2024-07-01,4.4,80320.0
Male,27,IT,Manager,1,4,2022-08-14,2024-07-01,1.9,67600.0
Female,36,IT,Senior Analyst,3,5,2015-07-10,2024-07-01,9.0,70440.0
Female,36,IT,Team Lead,9,1,2019-07-03,2024-07-01,5.0,70980.0
Female,53,IT,Analyst,9,4,2021-03-11,2024-07-01,3.3,57550.0
Female,24,Finance,Analyst,8,3,2023-07-03,2024-07-01,1.0,45300.0
Female,24,Operations,Analyst,7,5,2020-11-20,2024-07-01,3.6,52200.0
Male,59,Marketing,Analyst,2,2,2012-01-26,2024-07-01,12.4,61400.0
Male,37,IT,Analyst,8,2,2014-07-12,2024-07-01,10.0,59400.0
Female,57,Operations,Analyst,4,1,2019-12-16,2024-07-01,4.5,49150.0
Female,59,Marketing,Senior Manager,2,3,2016-12-23,2024-07-01,7.5,100890.0
Male,49,Marketing,Executive,4,4,2015-10-16,2024-07-01,8.7,77805.0
Male,56,HR,Analyst,9,2,2017-01-04,2024-07-01,7.5,60450.0
Female,58,IT,Analyst,3,1,2023-01-26,2024-07-01,1.4,43700.0
Female,59,IT,Executive,7,3,2012-07-04,2024-07-01,12.0,88140.0
Female,57,IT,Analyst,4,3,2016-09-23,2024-07-01,7.8,58100.0
Male,55,IT,Analyst,9,1,2022-09-11,2024-07-01,1.8,49700.0
Male,27,IT,Analyst,7,1,2016-05-18,2024-07-01,8.1,51550.0
Male,47,HR,Senior Analyst,8,4,2015-07-09,2024-07-01,9.0,76680.0
Female,48,Sales,Analyst,3,1,2022-10-20,2024-07-01,1.7,42150.0
Male,42,HR,Team Lead,6,4,2013-12-07,2024-07-01,10.6,88620.0
Female,34,IT,Analyst,1,4,2020-04-02,2024-07-01,4.2,47100.0
Male,27,Operations,Senior Analyst,5,5,2013-12-23,2024-07-01,10.5,73380.0
Female,57,Operations,Analyst,7,3,2021-10-08,2024-07-01,2.7,53450.0
Female,42,Marketing,Analyst,6,3,2020-10-29,2024-07-01,3.7,50950.0
Female,25,Operations,Senior Analyst,6,3,2017-11-18,2024-07-01,6.6,62280.0
Male,22,Finance,Manager,7,5,2016-10-24,2024-07-01,7.7,92720.0
Male,47,Operations,Manager,6,4,2016-12-30,2024-07-01,7.5,95440.0
Male,41,IT,Senior Analyst,4,4,2011-10-31,2024-07-01,12.7,77100.0
Female,58,IT,Executive,6,1,2011-02-23,2024-07-01,13.4,84110.0
Female,35,IT,Senior Manager,9,5,2013-02-02,2024-07-01,11.4,122580.0
Female,41,IT,Manager,2,1,2023-01-12,2024-07-01,1.5,63120.0
Female,30,IT,Analyst,4,5,2016-12-31,2024-07-01,7.5,56250.0
Female,43,Finance,Analyst,6,1,2021-01-24,2024-07-01,3.4,46700.0
Male,59,Marketing,Analyst,8,2,2021-01-18,2024-07-01,3.5,54050.0
Female,25,Finance,Senior Analyst,1,3,2012-01-21,2024-07-01,12.5,66900.0
Female,21,IT,Analyst,3,3,2010-02-21,2024-07-01,14.4,59800.0
Male,33,Marketing,Analyst,6,4,2020-04-27,2024-07-01,4.2,51900.0
Female,41,Finance,Executive,0,2,2019-08-22,2024-07-01,4.9,57915.0
Male,46,IT,Executive,1,3,2020-11-26,2024-07-01,3.6,60580.0
Male,41,Sales,Executive,8,4,2017-07-26,2024-07-01,6.9,77415.0
Female,38,IT,Analyst,9,2,2012-08-21,2024-07-01,11.9,63450.0
Male,57,IT,Senior Analyst,6,3,2012-04-29,2024-07-01,12.2,80040.0
Female,52,Operations,Analyst,9,1,2011-01-16,2024-07-01,13.5,66650.0
Male,56,IT,Analyst,6,5,2016-02-23,2024-07-01,8.4,64800.0
Male,37,HR,Analyst,5,2,2018-02-05,2024-07-01,6.4,51000.0
Male,55,Operations,Analyst,2,4,2023-04-18,2024-07-01,1.2,47800.0
Male,31,Sales,Analyst,9,2,2014-11-03,2024-07-01,9.7,58750.0
Female,41,IT,Senior Manager,2,4,2016-01-02,2024-07-01,8.5,100710.0
Male,46,IT,Analyst,1,2,2016-03-11,2024-07-01,8.3,51650.0
Female,24,IT,Manager,5,4,2014-03-01,2024-07-01,10.3,93200.0
Female,54,Finance,Senior Analyst,3,3,2019-04-18,2024-07-01,5.2,63120.0
Female,38,HR,Analyst,4,1,2019-06-12,2024-07-01,5.1,46250.0
Female,55,IT,Analyst,2,3,2014-01-26,2024-07-01,10.4,59600.0
Female,49,Operations,Analyst,5,1,2011-04-17,2024-07-01,13.2,61600.0
Male,49,Finance,Senior Analyst,2,3,2012-10-25,2024-07-01,11.7,72420.0
Male,58,IT,Analyst,7,3,2023-07-30,2024-07-01,0.9,50950.0
Male,41,Finance,Analyst,8,2,2022-02-07,2024-07-01,2.4,48800.0
Female,33,Sales,Analyst,3,5,2018-07-11,2024-07-01,6.0,53600.0
Male,37,IT,Senior Analyst,8,4,2010-08-03,2024-07-01,13.9,83100.0
Female,29,IT,Executive,6,4,2023-03-05,2024-07-01,1.3,60775.0
Female,21,Marketing,Analyst,2,4,2012-06-20,2024-07-01,12.0,57200.0
Male,22,HR,Manager,6,1,2021-06-13,2024-07-01,3.1,67280.0
Female,49,Finance,Senior Analyst,0,4,2020-08-06,2024-07-01,3.9,58380.0
Male,53,HR,Executive,2,4,2022-01-14,2024-07-01,2.5,64155.0
Male,30,IT,Senior Manager,5,2,2019-06-25,2024-07-01,5.0,85500.0
Female,41,IT,Senior Analyst,3,3,2014-09-29,2024-07-01,9.8,68280.0
Female,48,HR,Senior Analyst,6,4,2011-09-22,2024-07-01,12.8,81360.0
Female,31,IT,Executive,2,5,2012-05-16,2024-07-01,12.1,79755.0
Female,54,IT,Analyst,0,4,2017-03-20,2024-07-01,7.3,54750.0
Male,28,Marketing,Analyst,8,1,2021-12-01,2024-07-01,2.6,44500.0
Female,42,Operations,Analyst,5,1,2013-11-19,2024-07-01,10.6,56300.0
Female,28,Marketing,Senior Manager,7,1,2020-10-21,2024-07-01,3.7,81270.0
Female,35,Operations,Senior Manager,2,4,2011-07-15,2024-07-01,13.0,110700.0
Male,37,IT,Analyst,7,2,2015-02-22,2024-07-01,9.4,57500.0
Female,43,Operations,Senior Analyst,1,5,2018-06-08,2024-07-01,6.1,64500.0
Male,44,IT,Analyst,3,4,2017-01-04,2024-07-01,7.5,56050.0
Male,39,Operations,Analyst,2,2,2013-06-20,2024-07-01,11.0,55300.0
Female,25,Operations,Team Lead,9,2,2015-07-01,2024-07-01,9.0,79100.0
Male,52,Sales,Analyst,0,4,2011-08-27,2024-07-01,12.9,62750.0
Female,21,Operations,Analyst,6,4,2017-05-09,2024-07-01,7.2,54000.0
Female,43,Finance,Senior Analyst,9,2,2016-10-27,2024-07-01,7.7,69780.0
